ID	Symbol	StartDate	Size(MB)	Description	Exchange	Industry	Sector
1257	HWKN	1/2/1998	6.93	"Hawkins, Inc."	NASDAQ	"Specialty Chemicals"	"Consumer Durables"
1258	HXL	1/2/1998	50.4	"Hexcel Corporation"	NYSE	"Major Chemicals"	"Basic Industries"
1259	HY	10/1/2012	4.93	"Hyster-Yale Materials Handling, Inc."	NYSE	"Construction/Ag Equipment/Trucks"	"Capital Goods"
1260	HZNP	7/28/2011	16.48	"Horizon Pharma plc"	NASDAQ	"Major Pharmaceuticals"	"Health Care"
1261	HZO	6/3/1998	29.85	"MarineMax, Inc."	NYSE	"Other Specialty Stores"	"Consumer Services"
1262	I	4/18/2013	8.14	"Intelsat S.A."	NYSE	"Telecommunications Equipment"	"Consumer Services"
1263	IAC	6/23/2003	55.86	"IAC/InterActiveCorp"	NASDAQ	"Other Specialty Stores"	"Consumer Services"
1264	IART	1/2/1998	39.36	"Integra LifeSciences Holdings Corporation"	NASDAQ	"Biotechnology: Laboratory Analytical Instruments"	"Capital Goods"
1265	IBKC	5/15/2000	24.99	"IBERIABANK Corporation"	NASDAQ	"Major Banks"	"Finance"
1266	IBKR	5/4/2007	32.9	"Interactive Brokers Group, Inc."	NASDAQ	"Investment Bankers/Brokers/Service"	"Finance"
1267	IBM	1/2/1998	89.59	"International Business Machines Corporation"	NYSE	"Computer Manufacturing"	"Technology"
1268	IBOC	3/4/1998	31.68	"International Bancshares Corporation"	NASDAQ	"Major Banks"	"Finance"
1269	IBTX	4/4/2013	2.97	"Independent Bank Group, Inc"	NASDAQ	"Major Banks"	"Finance"
1270	ICE	11/16/2005	46.74	"Intercontinental Exchange Inc."	NYSE	"Investment Bankers/Brokers/Service"	"Finance"
1271	ICFI	9/28/2006	17.24	"ICF International, Inc."	NASDAQ	"Professional Services"	"Consumer Services"
1272	ICON	7/1/2005	40.48	"Iconix Brand Group, Inc."	NASDAQ	"Shoe Manufacturing"	"Consumer Non-Durables"
1273	ICPT	10/11/2012	10.93	"Intercept Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
1274	ICTG	1/2/1998	8.2	"ICTC Group, Inc."	OTC MARKETS	""	""
1275	ICUI	1/2/1998	30.04	"ICU Medical, Inc."	NASDAQ	"Medical/Dental Instruments"	"Health Care"
1276	IDA	1/2/1998	49.37	"IDACORP, Inc."	NYSE	"Electric Utilities: Central"	"Public Utilities"
1277	IDCC	4/26/2000	57.7	"InterDigital, Inc."	NASDAQ	"Multi-Sector Companies"	"Miscellaneous"
1278	IDRA	12/10/2007	14.4	"Idera Pharmaceuticals, Inc."	NASDAQ	"Biotechnology: Biological Products (No Diagnostic Substances)"	"Health Care"
1279	IDT	5/16/2001	33.87	"IDT Corporation"	NYSE	"Telecommunications Equipment"	"Public Utilities"
1280	IDTI	1/2/1998	75.81	"Integrated Device Technology, Inc."	NASDAQ	"Semiconductors"	"Technology"
1281	IDXX	1/2/1998	52.34	"IDEXX Laboratories, Inc."	NASDAQ	"Biotechnology: In Vitro & In Vivo Diagnostic Substances"	"Health Care"
1282	IESC	5/15/2006	7.17	"IES Holdings, Inc."	NASDAQ	"Engineering & Construction"	"Capital Goods"
1283	IEX	1/2/1998	48	"IDEX Corporation"	NYSE	"Fluid Controls"	"Capital Goods"
1284	IFF	1/2/1998	61.49	"Internationa Flavors & Fragrances, Inc."	NYSE	"Major Chemicals"	"Basic Industries"
1285	IGT	1/2/1998	73.31	"International Game Technology"	NYSE	"Services-Misc. Amusement & Recreation"	"Consumer Services"
1286	IHC	7/15/2004	4.49	"Independence Holding Company"	NYSE	"Life Insurance"	"Finance"
1287	IHS	11/14/2005	32.62	"IHS Inc. IHS Inc. Class A Commo"	NYSE	"Information & Delivery Services"	"Technology"
1288	III	2/12/2007	10.19	"Information Services Group, Inc."	NASDAQ	"Professional Services"	"Consumer Services"
1289	IIIN	9/28/2004	22.66	"Insteel Industries, Inc."	NASDAQ	"Steel/Iron Ore"	"Capital Goods"
1290	IILG	8/21/2008	20.63	"Interval Leisure Group, Inc."	NASDAQ	"Real Estate"	"Finance"
1291	IIVI	1/2/1998	36.49	"II-VI Incorporated"	NASDAQ	"Electronic Components"	"Capital Goods"
1292	IL	8/6/2010	15.49	"IntraLinks Holdings, Inc."	NYSE	"Computer Software: Prepackaged Software"	"Technology"
1293	ILMN	7/28/2000	53.91	"Illumina, Inc."	NASDAQ	"Biotechnology: Laboratory Analytical Instruments"	"Capital Goods"
1294	IM	1/2/1998	65.63	"Ingram Micro Inc."	NYSE	"Retail: Computer Software & Peripheral Equipment"	"Technology"
1295	IMGN	1/2/1998	47.22	"ImmunoGen, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
1296	IMI	11/18/2011	4.65	"Intermolecular, Inc."	NASDAQ	"Semiconductors"	"Technology"
1297	IMKTA	3/31/2005	15.7	"Ingles Markets, Incorporated"	NASDAQ	"Food Chains"	"Consumer Services"
1298	IMMR	11/12/1999	28.41	"Immersion Corporation"	NASDAQ	"Computer peripheral equipment"	"Technology"
1299	IMMU	1/2/1998	43.11	"Immunomedics, Inc."	NASDAQ	"Biotechnology: In Vitro & In Vivo Diagnostic Substances"	"Health Care"
1300	IMN	1/2/1998	40.77	"Imation Corporation"	NYSE	"Electronic Components"	"Technology"
1301	IMPV	11/9/2011	13.55	"Imperva, Inc."	NYSE	"Computer Software: Prepackaged Software"	"Technology"
1302	INAP	9/29/1999	40.68	"Internap Corporation"	NASDAQ	"Computer Software: Programming, Data Processing"	"Technology"
1303	INCY	1/2/1998	63.44	"Incyte Corporation"	NASDAQ	"Biotechnology: Commercial Physical & Biological Resarch"	"Health Care"
1304	INDB	1/2/1998	19.79	"Independent Bank Corp."	NASDAQ	"Major Banks"	"Finance"
1305	INFI	9/13/2006	18.77	"Infinity Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
1306	INFN	6/7/2007	34.31	"Infinera Corporation"	NASDAQ	"Telecommunications Equipment"	"Public Utilities"
1307	INFY	3/11/1999	64.54	"Infosys Limited"	NYSE	"EDP Services"	"Technology"
1308	INGR	1/2/1998	54.49	"Ingredion Incorporated"	NYSE	"Packaged Foods"	"Consumer Non-Durables"
1309	ININ	9/23/1999	23.53	"Interactive Intelligence Group, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
1310	INN	2/9/2011	15.04	"Summit Hotel Properties, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
1311	INOD	1/5/1998	9.93	"Innodata Inc."	NASDAQ	"EDP Services"	"Technology"
1312	INSM	6/1/2000	29.83	"Insmed, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
1313	INSY	4/19/2007	12.13	"Insys Therapeutics, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
1314	INT	1/2/1998	45.82	"World Fuel Services Corporation"	NYSE	"Oil Refining/Marketing"	"Energy"
1315	INTC	1/2/1998	107.26	"Intel Corporation"	NASDAQ	"Semiconductors"	"Technology"
1316	INTL	4/16/2007	10.52	"INTL FCStone Inc."	NASDAQ	"Investment Bankers/Brokers/Service"	"Finance"
1317	INTU	1/2/1998	81.25	"Intuit Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
1318	INTX	4/30/2004	11.26	"Intersections, Inc."	NASDAQ	"EDP Services"	"Technology"
1319	INVE	1/15/2010	6.4	"Identiv, Inc."	NASDAQ	"Computer peripheral equipment"	"Technology"
1320	INVN	11/16/2011	19.92	"InvenSense, Inc."	NYSE	"Semiconductors"	"Technology"
1321	INWK	8/16/2006	23.38	"InnerWorkings, Inc."	NASDAQ	"Containers/Packaging"	"Consumer Durables"
1322	IO	1/2/1998	52.67	"Ion Geophysical Corporation"	NYSE	"Oil & Gas Production"	"Energy"
1323	IONS	5/8/2002	52.36	"Ionis Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
1324	IOSP	3/22/2006	21.47	"Innospec Inc."	NASDAQ	"Major Chemicals"	"Basic Industries"
1325	IP	1/2/1998	80.66	"International Paper Company"	NYSE	"Paper"	"Basic Industries"
1326	IPAR	3/28/2000	24.11	"Inter Parfums, Inc."	NASDAQ	"Package Goods/Cosmetics"	"Consumer Non-Durables"
1327	IPAS	9/29/2003	24.49	"iPass Inc."	NASDAQ	"EDP Services"	"Technology"
1328	IPCC	2/12/2003	20.67	"Infinity Property and Casualty Corporation"	NASDAQ	"Property-Casualty Insurers"	"Finance"
1329	IPG	1/2/1998	76.12	"Interpublic Group of Companies, Inc. (The)"	NYSE	"Advertising"	"Technology"
1330	IPGP	12/13/2006	29.03	"IPG Photonics Corporation"	NASDAQ	"Semiconductors"	"Technology"
1331	IPHI	11/12/2010	15.14	"Inphi Corporation"	NYSE	"Semiconductors"	"Technology"
1332	IPHS	11/2/2006	22.33	"Innophos Holdings, Inc."	NASDAQ	"Specialty Chemicals"	"Consumer Durables"
1333	IPI	4/22/2008	32.94	"Intrepid Potash, Inc"	NYSE	"Mining & Quarrying of Nonmetallic Minerals (No Fuels)"	"Basic Industries"
1334	IPXL	8/8/2005	27.93	"Impax Laboratories, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
1335	IQNT	11/2/2007	27.63	"Inteliquent, Inc."	NASDAQ	"Telecommunications Equipment"	"Public Utilities"
1336	IR	1/2/1998	76.17	"Ingersoll-Rand plc (Ireland)"	NYSE	"Auto Parts:O.E.M."	"Capital Goods"
1337	IRBT	11/9/2005	31.44	"iRobot Corporation"	NASDAQ	"Consumer Electronics/Appliances"	"Consumer Durables"
1338	IRDM	9/24/2009	20.65	"Iridium Communications Inc"	NASDAQ	"Telecommunications Equipment"	"Consumer Durables"
1339	IRET	7/1/2008	24.3	"Investors Real Estate Trust"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
1340	IRG	5/11/2012	4.36	"Ignite Restaurant Group, Inc."	NASDAQ	"Restaurants"	"Consumer Services"
1341	IRM	4/26/1999	58.35	"Iron Mountain Incorporated"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
1342	IRWD	2/3/2010	21.68	"Ironwood Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
1343	ISBC	10/12/2005	34.68	"Investors Bancorp, Inc."	NASDAQ	"Major Banks"	"Finance"
1344	ISCA	1/2/1998	37.8	"International Speedway Corporation"	NASDAQ	"Services-Misc. Amusement & Recreation"	"Consumer Services"
1345	ISIL	2/25/2000	70.2	"Intersil Corporation"	NASDAQ	"Semiconductors"	"Technology"
1346	ISLE	10/1/1998	36.46	"Isle of Capri Casinos, Inc."	NASDAQ	"Hotels/Resorts"	"Consumer Services"
1347	ISRG	6/16/2000	53.39	"Intuitive Surgical, Inc."	NASDAQ	"Industrial Specialties"	"Health Care"
1348	ISRL	1/2/1998	1.04	"Isramco, Inc."	NASDAQ	"Oil & Gas Production"	"Energy"
1349	ISSC	8/4/2000	16.7	"Innovative Solutions and Support, Inc."	NASDAQ	"EDP Services"	"Technology"
1350	IT	9/15/1998	51.55	"Gartner, Inc."	NYSE	"Other Consumer Services"	"Consumer Services"
1351	ITC	7/26/2005	37.62	"ITC Holdings Corp."	NYSE	"Electric Utilities: Central"	"Public Utilities"
1352	ITG	4/28/1999	53.73	"Investment Technology Group, Inc."	NYSE	"Investment Bankers/Brokers/Service"	"Finance"
1353	ITIC	1/2/1998	1.19	"Investors Title Company"	NASDAQ	"Specialty Insurers"	"Finance"
1354	ITRI	1/2/1998	49.84	"Itron, Inc."	NASDAQ	"Electrical Products"	"Capital Goods"
1355	ITT	9/5/2000	61.59	"ITT Inc."	NYSE	"Fluid Controls"	"Capital Goods"
1356	ITW	1/2/1998	74.66	"Illinois Tool Works Inc."	NYSE	"Industrial Machinery/Components"	"Technology"
1357	IVAC	1/2/1998	23.97	"Intevac, Inc."	NASDAQ	"Industrial Machinery/Components"	"Technology"
1358	IVC	6/25/1999	39.49	"Invacare Corporation"	NYSE	"Industrial Specialties"	"Health Care"
1359	IVR	7/1/2009	28.04	"INVESCO MORTGAGE CAPITAL INC"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
1360	IVZ	5/24/2007	41.02	"Invesco Plc"	NYSE	"Investment Managers"	"Finance"
1361	IXYS	10/2/2006	19.23	"IXYS Corporation"	NASDAQ	"Semiconductors"	"Technology"
1362	JACK	12/15/2008	27.69	"Jack In The Box Inc."	NASDAQ	"Restaurants"	"Consumer Services"
1363	JAKK	1/2/1998	47.74	"JAKKS Pacific, Inc."	NASDAQ	"Recreational Products/Toys"	"Consumer Non-Durables"
1364	JAZZ	6/1/2007	29.13	"Jazz Pharmaceuticals plc"	NASDAQ	"Major Pharmaceuticals"	"Health Care"
1365	JBHT	1/2/1998	63.58	"J.B. Hunt Transport Services, Inc."	NASDAQ	"Trucking Freight/Courier Services"	"Transportation"
1366	JBL	5/5/1998	78.09	"Jabil Circuit, Inc."	NYSE	"Electrical Products"	"Technology"
1367	JBLU	5/10/2002	61.03	"JetBlue Airways Corporation"	NASDAQ	"Air Freight/Delivery Services"	"Transportation"
1368	JBSS	1/6/1998	14.4	"John B. Sanfilippo & Son, Inc."	NASDAQ	"Specialty Foods"	"Consumer Non-Durables"
1369	JBT	8/1/2008	18.27	"John Bean Technologies Corporation"	NYSE	"Industrial Machinery/Components"	"Technology"
1370	JCI	1/2/1998	73.39	"Johnson Controls, Inc."	NYSE	"Industrial Specialties"	"Consumer Durables"
1371	JCOM	8/14/2000	49.9	"j2 Global, Inc."	NASDAQ	"Telecommunications Equipment"	"Technology"
1372	JCP	1/2/1998	80.21	"J.C. Penney Company, Inc. Holding Company"	NYSE	"Department/Specialty Retail Stores"	"Consumer Services"
1373	JCS	1/27/2003	3.47	"Communications Systems, Inc."	NASDAQ	"Telecommunications Equipment"	"Public Utilities"
1374	JEC	1/2/1998	61.39	"Jacobs Engineering Group Inc."	NYSE	"Military/Government/Technical"	"Basic Industries"
1375	JIVE	12/13/2011	13.95	"Jive Software, Inc."	NASDAQ	"EDP Services"	"Technology"
1376	JJSF	1/2/1998	18.08	"J & J Snack Foods Corp."	NASDAQ	"Specialty Foods"	"Consumer Non-Durables"
1377	JKHY	1/2/1998	57.86	"Jack Henry & Associates, Inc."	NASDAQ	"EDP Services"	"Technology"
1378	JLL	3/12/1999	45.33	"Jones Lang LaSalle Incorporated"	NYSE	"Real Estate"	"Finance"
1379	JMBA	11/29/2006	23.22	"Jamba, Inc."	NASDAQ	"Restaurants"	"Consumer Services"
1380	JMP	5/11/2007	8.27	"JMP Group LLC"	NYSE	"Investment Bankers/Brokers/Service"	"Finance"
1381	JNJ	1/2/1998	84.84	"Johnson & Johnson"	NYSE	"Major Pharmaceuticals"	"Health Care"
1382	JNPR	6/25/1999	84.5	"Juniper Networks, Inc."	NYSE	"Computer Communications Equipment"	"Technology"
1383	JNS	1/2/2003	59.92	"Janus Capital Group, Inc"	NYSE	"Investment Managers"	"Finance"
1384	JOE	7/22/1998	51.58	"St. Joe Company (The)"	NYSE	"Homebuilding"	"Consumer Services"
1385	JOUT	3/2/2000	4.91	"Johnson Outdoors Inc."	NASDAQ	"Recreational Products/Toys"	"Consumer Non-Durables"
1386	JOY	8/1/2001	58.99	"Joy Global Inc."	NYSE	"Industrial Machinery/Components"	"Energy"
1387	JPM	1/2/1998	90.37	"J P Morgan Chase & Co"	NYSE	"Major Banks"	"Finance"
1388	JW.A	1/2/1998	33.71	"John Wiley & Sons, Inc."	NYSE	""	""
1389	JWN	6/10/1999	69.55	"Nordstrom, Inc."	NYSE	"Clothing/Shoe/Accessory Stores"	"Consumer Services"
1390	K	1/2/1998	72.55	"Kellogg Company"	NYSE	"Packaged Foods"	"Consumer Non-Durables"
1391	KAI	5/14/2003	18.1	"Kadant Inc"	NYSE	"Industrial Machinery/Components"	"Technology"
1392	KALU	7/7/2006	24.56	"Kaiser Aluminum Corporation"	NASDAQ	"Metal Fabrications"	"Capital Goods"
1393	KAMN	11/4/2005	22.06	"Kaman Corporation"	NYSE	"Industrial Specialties"	"Consumer Durables"
1394	KAR	12/11/2009	20.39	"KAR Auction Services, Inc"	NYSE	"Automotive Aftermarket"	"Consumer Durables"
1395	KBH	1/2/1998	74	"KB Home"	NYSE	"Homebuilding"	"Capital Goods"
1396	KBIO	1/31/2013	4.16	 		""	""
1397	KBR	11/16/2006	41.97	"KBR, Inc."	NYSE	"Military/Government/Technical"	"Basic Industries"
1398	KCAP	12/12/2006	19.9	"KCAP Financial, Inc."	NASDAQ	""	""
1399	KCG	6/28/2013	9.25	"KCG Holdings, Inc."	NYSE	"Investment Bankers/Brokers/Service"	"Finance"
1400	KCLI	1/2/1998	5.31	"Kansas City Life Insurance Comp"	NASDAQ	"Life Insurance"	"Financial"
1401	KED	9/21/2006	11.06	"Kayne Anderson Energy Development Company"	NYSE	""	""
1402	KEG	10/3/2007	35.32	"Key Energy Services, Inc."	NYSE	"Oilfield Services/Equipment"	"Energy"
1403	KELYA	1/2/1998	35.48	"Kelly Services, Inc."	NASDAQ	"Professional Services"	"Technology"
1404	KEM	12/9/1999	46.46	"Kemet Corporation"	NYSE	"Electrical Products"	"Capital Goods"
1405	KERX	7/28/2000	43.38	"Keryx Biopharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
1406	KEX	1/2/1998	45.43	"Kirby Corporation"	NYSE	"Marine Transportation"	"Consumer Services"
1407	KEY	1/2/1998	80.24	"KeyCorp"	NYSE	"Major Banks"	"Finance"
1408	KEYW	10/1/2010	13.13	"The KEYW Holding Corporation"	NASDAQ	"EDP Services"	"Technology"
1409	KFFB	3/3/2005	0.61	"Kentucky First Federal Bancorp"	NASDAQ	"Savings Institutions"	"Finance"
1410	KFRC	1/31/2000	34.18	"Kforce, Inc."	NASDAQ	"Professional Services"	"Technology"
1411	KFY	2/11/1999	47.61	"Korn/Ferry International"	NYSE	"Diversified Commercial Services"	"Technology"
1412	KIM	1/2/1998	63.48	"Kimco Realty Corporation"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
1413	KIRK	7/30/2002	22.66	"Kirkland's, Inc."	NASDAQ	"Other Specialty Stores"	"Consumer Services"
1414	KKD	5/17/2001	52.95	"Krispy Kreme Doughnuts, Inc."	NYSE	"Food Chains"	"Consumer Non-Durables"
1415	KLAC	1/2/1998	85.42	"KLA-Tencor Corporation"	NASDAQ	"Electronic Components"	"Capital Goods"
1416	KLIC	1/2/1998	62.08	"Kulicke and Soffa Industries, Inc."	NASDAQ	"Semiconductors"	"Technology"
1417	KMB	1/2/1998	78.9	"Kimberly-Clark Corporation"	NYSE	"Containers/Packaging"	"Consumer Durables"
1418	KMG	12/12/2003	9.84	"KMG Chemicals, Inc."	NYSE	"Major Chemicals"	"Basic Industries"
1419	KMI	2/11/2011	24.82	"Kinder Morgan, Inc."	NYSE	"Natural Gas Distribution"	"Public Utilities"
1420	KMPR	5/24/2001	36.45	"Kemper Corporation"	NYSE	"Property-Casualty Insurers"	"Finance"
1421	KMT	1/2/1998	57.02	"Kennametal Inc."	NYSE	"Industrial Machinery/Components"	"Capital Goods"
1422	KMX	1/2/1998	64.14	"CarMax Inc"	NYSE	"Automotive Aftermarket"	"Consumer Durables"
1423	KND	10/27/2004	44.02	"Kindred Healthcare, Inc."	NYSE	"Hospital/Nursing Management"	"Health Care"
1424	KNL	12/14/2004	33.16	"Knoll, Inc."	NYSE	"Office Equipment/Supplies/Services"	"Consumer Durables"
1425	KNX	12/30/2004	46.91	"Knight Transportation, Inc."	NYSE	"Trucking Freight/Courier Services"	"Transportation"
1426	KO	1/2/1998	88.15	"Coca-Cola Company (The)"	NYSE	"Beverages (Production/Distribution)"	"Consumer Non-Durables"
1427	KOP	2/1/2006	24.74	"Koppers Holdings Inc."	NYSE	"Forest Products"	"Basic Industries"
1428	KOPN	1/2/1998	41.64	"Kopin Corporation"	NASDAQ	"Semiconductors"	"Technology"
1429	KORS	12/15/2011	20.99	"Michael Kors Holdings Limited"	NYSE	"Apparel"	"Consumer Non-Durables"
1430	KOS	5/11/2011	17.37	"Kosmos Energy Ltd."	NYSE	"Oil & Gas Production"	"Energy"
1431	KR	1/2/1998	81.78	"Kroger Company (The)"	NYSE	"Food Chains"	"Consumer Services"
1432	KRA	12/17/2009	18.37	"Kraton Performance Polymers, Inc"	NYSE	"Major Chemicals"	"Basic Industries"
1433	KRC	1/2/1998	49.7	"Kilroy Realty Corporation"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
1434	KRG	8/12/2004	30.66	"Kite Realty Group Trust"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
1435	KRNY	2/24/2005	13.44	"Kearny Financial"	NASDAQ	"Savings Institutions"	"Finance"
1436	KRO	12/9/2003	21.98	"Kronos Worldwide Inc"	NYSE	"Major Chemicals"	"Basic Industries"
1437	KS	1/4/2010	22.41	"KapStone Paper and Packaging Corporation"	NYSE	"Paper"	"Basic Industries"
1438	KSS	1/2/1998	76.64	"Kohl's Corporation"	NYSE	"Department/Specialty Retail Stores"	"Consumer Services"
1439	KSU	1/2/1998	64.92	"Kansas City Southern"	NYSE	"Railroads"	"Transportation"
1440	KTEC	1/2/1998	3.89	"Key Technology, Inc."	NASDAQ	"Industrial Machinery/Components"	"Technology"
1441	KTOS	9/17/2007	18.35	"Kratos Defense & Security Solutions, Inc."	NASDAQ	"Military/Government/Technical"	"Capital Goods"
1442	KVHI	1/2/1998	16.77	"KVH Industries, Inc."	NASDAQ	"Radio And Television Broadcasting And Communications Equipment"	"Technology"
1443	KW	3/19/2010	14.59	"Kennedy-Wilson Holdings Inc."	NYSE	"Real Estate"	"Finance"
1444	KWR	1/2/1998	18.09	"Quaker Chemical Corporation"	NYSE	"Major Chemicals"	"Basic Industries"
1445	L	6/23/2008	34.01	"Loews Corporation"	NYSE	"Property-Casualty Insurers"	"Finance"
1446	LABL	1/5/1998	11.53	"Multi-Color Corporation"	NASDAQ	"Publishing"	"Miscellaneous"
1447	LAD	1/20/1999	38.81	"Lithia Motors, Inc."	NYSE	"Automotive Aftermarket"	"Consumer Durables"
1448	LAMR	1/2/1998	61	"Lamar Advertising Company"	NASDAQ	"Real Estate Investment Trusts"	"Consumer Services"
1449	LANC	1/2/1998	34.27	"Lancaster Colony Corporation"	NASDAQ	"Packaged Foods"	"Consumer Non-Durables"
1450	LAWS	1/2/1998	7.38	"Lawson Products, Inc."	NASDAQ	"Industrial Specialties"	"Consumer Durables"
1451	LAYN	1/2/1998	27.8	"Layne Christensen Company"	NASDAQ	"Engineering & Construction"	"Basic Industries"
1452	LAZ	5/5/2005	41.67	"Lazard Ltd."	NYSE	"Investment Managers"	"Finance"
1453	LB	4/27/2007	41.72	"L Brands, Inc."	NYSE	"Clothing/Shoe/Accessory Stores"	"Consumer Services"
1454	LBAI	2/22/2000	13.46	"Lakeland Bancorp, Inc."	NASDAQ	"Major Banks"	"Finance"
1455	LBTYA	6/8/2004	53.41	"Liberty Global plc"	NASDAQ	"Television Services"	"Consumer Services"
1456	LBY	1/4/2010	10.4	"Libbey, Inc."	AMEX	"Industrial Machinery/Components"	"Capital Goods"
1457	LCI	5/10/2002	18.69	"Lannett Co Inc"	NYSE	"Major Pharmaceuticals"	"Health Care"
1458	LCNB	5/16/2007	1.23	"LCNB Corporation"	NASDAQ	"Major Banks"	"Finance"
1459	LCUT	1/2/1998	13.5	"Lifetime Brands, Inc."	NASDAQ	"Industrial Machinery/Components"	"Capital Goods"
1460	LDL	1/2/1998	17.21	"Lydall, Inc."	NYSE	"Auto Parts:O.E.M."	"Capital Goods"
1461	LDR	1/15/2002	15.18	"Landauer, Inc."	NYSE	"Industrial Machinery/Components"	"Capital Goods"
1462	LEA	11/20/2009	26.68	"Lear Corporation"	NYSE	"Auto Parts:O.E.M."	"Capital Goods"
1463	LECO	1/2/1998	43.93	"Lincoln Electric Holdings, Inc."	NASDAQ	"Industrial Machinery/Components"	"Technology"
1464	LEE	1/2/1998	33.81	"Lee Enterprises, Incorporated"	NYSE	"Newspapers/Magazines"	"Consumer Services"
1465	LEG	1/2/1998	69.62	"Leggett & Platt, Incorporated"	NYSE	"Home Furnishings"	"Consumer Durables"
1466	LEN	1/2/1998	72.84	"Lennar Corporation"	NYSE	"Homebuilding"	"Basic Industries"
1467	LFUS	1/2/1998	32.66	"Littelfuse, Inc."	NASDAQ	"Electrical Products"	"Consumer Durables"
1468	LFVN	5/16/2007	9.78	"Lifevantage Corporation"	NASDAQ	"Major Pharmaceuticals"	"Health Care"
1469	LGF	8/9/2004	43.65	"Lions Gate Entertainment Corporation"	NYSE	"Movies/Entertainment"	"Consumer Services"
1470	LGND	1/2/1998	46.1	"Ligand Pharmaceuticals Incorporated"	NASDAQ	"Major Pharmaceuticals"	"Health Care"
1471	LH	1/2/1998	64.7	"Laboratory Corporation of America Holdings"	NYSE	"Medical Specialities"	"Health Care"
1472	LHCG	6/9/2005	22.79	"LHC Group"	NASDAQ	"Medical/Nursing Services"	"Health Care"
1473	LHO	4/24/1998	49.99	"LaSalle Hotel Properties"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
1474	LIFE	10/27/2008	24.96	"aTyr Pharma, Inc."	NASDAQ	"Biotechnology: Biological Products (No Diagnostic Substances)"	"Health Care"
1475	LII	7/29/1999	50.8	"Lennox International, Inc."	NYSE	"Industrial Machinery/Components"	"Capital Goods"
1476	LINC	6/23/2005	17.68	"Lincoln Educational Services Corporation"	NASDAQ	"Other Consumer Services"	"Consumer Services"
